0.992000	0.000000	0.008000	0.000000
0.986000	0.006000	0.006700	0.001300
0.984800	0.005000	0.007800	0.002400
0.978600	0.008800	0.008500	0.004100
0.971400	0.013000	0.010800	0.004800
0.960800	0.018200	0.013400	0.007600
0.948800	0.021600	0.019800	0.009800
0.923600	0.038200	0.024300	0.013900
0.895600	0.049500	0.036000	0.018900
0.858200	0.065600	0.051700	0.024500
0.812000	0.084900	0.066600	0.036500
0.756500	0.106100	0.086900	0.050500
0.696500	0.121200	0.115000	0.067300
0.621400	0.149600	0.138600	0.090400
0.553000	0.158100	0.171300	0.117600
0.478100	0.170700	0.199400	0.151800
0.417300	0.160200	0.230500	0.192000
0.356700	0.161700	0.241200	0.240400
0.304100	0.149900	0.257200	0.288800
0.260100	0.133900	0.266000	0.340000
0.224700	0.114500	0.264500	0.396300
0.196900	0.094700	0.258400	0.450000
0.172800	0.081100	0.241800	0.504300
0.155700	0.066100	0.224100	0.554100
0.144500	0.052900	0.202200	0.600400
0.136700	0.040600	0.180800	0.641900
0.130500	0.030000	0.161500	0.678000
0.126200	0.023100	0.138400	0.712300
0.123000	0.016000	0.121500	0.739500
0.120800	0.011400	0.107000	0.760800
0.119300	0.008300	0.089100	0.783300
0.118000	0.006200	0.074100	0.801700
0.116600	0.005100	0.061500	0.816800
0.115700	0.003600	0.051800	0.828900
0.114900	0.002700	0.042700	0.839700
0.114600	0.001700	0.036000	0.847700
0.114000	0.001900	0.027900	0.856200
0.113400	0.001900	0.022500	0.862200
0.112800	0.001400	0.018700	0.867100
0.112400	0.001300	0.015900	0.870400
0.112100	0.000700	0.013000	0.874200
0.112000	0.000500	0.011000	0.876500
0.111600	0.000800	0.008400	0.879200
0.111400	0.000500	0.007000	0.881100
0.111300	0.000600	0.006000	0.882100
0.111200	0.000600	0.004600	0.883600
0.111200	0.000200	0.004200	0.884400
0.111100	0.000100	0.003200	0.885600
0.111100	0.000100	0.002900	0.885900
0.110900	0.000300	0.002600	0.886200
0.110800	0.000300	0.001800	0.887100
0.110700	0.000200	0.001500	0.887600
0.110700	0.000000	0.001200	0.888100
0.110500	0.000200	0.000900	0.888400
0.110500	0.000100	0.000700	0.888700
0.110400	0.000100	0.000800	0.888700
0.110300	0.000200	0.000500	0.889000
0.110300	0.000000	0.000500	0.889200
0.110300	0.000000	0.000300	0.889400
0.110200	0.000100	0.000300	0.889400
0.110200	0.000100	0.000300	0.889400
0.110200	0.000000	0.000400	0.889400
0.110200	0.000000	0.000300	0.889500
0.110200	0.000000	0.000100	0.889700
0.110200	0.000000	0.000100	0.889700
0.110200	0.000000	0.000100	0.889700
0.110200	0.000000	0.000100	0.889700
0.110200	0.000000	0.000100	0.889700
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
0.110200	0.000000	0.000000	0.889800
