0.999977	0.000000	0.000023	0.000000
0.999910	0.000067	0.000018	0.000005
0.999877	0.000078	0.000034	0.000011
0.999776	0.000147	0.000062	0.000015
0.999569	0.000292	0.000113	0.000026
0.999186	0.000564	0.000203	0.000047
0.998478	0.001036	0.000399	0.000087
0.997141	0.001974	0.000704	0.000181
0.994811	0.003507	0.001364	0.000318
0.990413	0.006517	0.002473	0.000597
0.982698	0.011607	0.004591	0.001103
0.969146	0.020501	0.008329	0.002024
0.945612	0.035800	0.014874	0.003714
0.907434	0.059614	0.026268	0.006684
0.848946	0.094368	0.044684	0.012002
0.768376	0.137336	0.073319	0.020969
0.668562	0.182073	0.113786	0.035579
0.561111	0.216751	0.163910	0.058227
0.461849	0.229657	0.217610	0.090883
0.379521	0.220033	0.266092	0.134355
0.316079	0.195429	0.300827	0.187665
0.268075	0.164915	0.319104	0.247906
0.231901	0.135147	0.321314	0.311637
0.204557	0.108769	0.310561	0.376113
0.183709	0.086177	0.292157	0.437957
0.167522	0.067935	0.268284	0.496259
0.155060	0.053103	0.241981	0.549856
0.145359	0.041499	0.214918	0.598224
0.137835	0.032501	0.188684	0.640980
0.131899	0.025359	0.164104	0.678638
0.127212	0.019973	0.141196	0.711619
0.123582	0.015571	0.120960	0.739887
0.120663	0.012290	0.103110	0.763937
0.118356	0.009628	0.087469	0.784547
0.116499	0.007658	0.073774	0.802069
0.114985	0.006155	0.061995	0.816865
0.113707	0.004993	0.051995	0.829305
0.112726	0.004007	0.043585	0.839682
0.111862	0.003277	0.036318	0.848543
0.111211	0.002634	0.030381	0.855774
0.110688	0.002061	0.025419	0.861831
0.110269	0.001644	0.021243	0.866844
0.109922	0.001338	0.017623	0.871116
0.109655	0.001074	0.014638	0.874633
0.109417	0.000876	0.012203	0.877504
0.109222	0.000714	0.010105	0.879959
0.109069	0.000574	0.008394	0.881963
0.108947	0.000469	0.006972	0.883612
0.108848	0.000388	0.005743	0.885021
0.108767	0.000319	0.004771	0.886142
0.108706	0.000257	0.003940	0.887097
0.108647	0.000209	0.003253	0.887891
0.108607	0.000159	0.002693	0.888542
0.108568	0.000131	0.002230	0.889071
0.108534	0.000110	0.001828	0.889528
0.108513	0.000084	0.001490	0.889912
0.108496	0.000067	0.001215	0.890221
0.108489	0.000047	0.001000	0.890464
0.108482	0.000031	0.000822	0.890665
0.108475	0.000022	0.000665	0.890838
0.108465	0.000024	0.000542	0.890970
0.108461	0.000020	0.000446	0.891072
0.108457	0.000017	0.000359	0.891167
0.108454	0.000017	0.000287	0.891243
0.108448	0.000015	0.000244	0.891293
0.108447	0.000012	0.000201	0.891340
0.108444	0.000010	0.000156	0.891390
0.108443	0.000009	0.000117	0.891432
0.108442	0.000006	0.000090	0.891463
0.108442	0.000003	0.000072	0.891483
0.108441	0.000004	0.000055	0.891501
0.108440	0.000002	0.000045	0.891513
0.108438	0.000003	0.000034	0.891525
0.108438	0.000001	0.000030	0.891531
0.108438	0.000001	0.000025	0.891536
0.108438	0.000001	0.000019	0.891543
0.108438	0.000000	0.000015	0.891548
0.108438	0.000000	0.000012	0.891550
0.108438	0.000000	0.000010	0.891552
0.108438	0.000000	0.000007	0.891555
0.108438	0.000000	0.000006	0.891556
0.108438	0.000000	0.000005	0.891557
0.108438	0.000000	0.000004	0.891558
0.108438	0.000000	0.000002	0.891560
0.108438	0.000000	0.000002	0.891561
0.108438	0.000000	0.000002	0.891561
0.108438	0.000000	0.000002	0.891561
0.108438	0.000000	0.000002	0.891561
0.108438	0.000000	0.000002	0.891561
0.108438	0.000000	0.000001	0.891562
0.108438	0.000000	0.000001	0.891562
0.108438	0.000000	0.000000	0.891562
0.108438	0.000000	0.000000	0.891562
0.108438	0.000000	0.000000	0.891562
0.108438	0.000000	0.000000	0.891562
0.108438	0.000000	0.000000	0.891562
0.108438	0.000000	0.000000	0.891562
0.108438	0.000000	0.000000	0.891562
0.108438	0.000000	0.000000	0.891562
0.108438	0.000000	0.000000	0.891562
0.108438	0.000000	0.000000	0.891562
