0.180609	0.022996	0.048313	0.748082
0.172839	0.021797	0.047680	0.757685
0.165693	0.020488	0.046689	0.767130
0.159184	0.019083	0.045389	0.776344
0.153301	0.017619	0.043814	0.785266
0.148013	0.016150	0.041989	0.793848
0.143287	0.014706	0.039961	0.802046
0.139086	0.013307	0.037785	0.809823
0.135365	0.011974	0.035508	0.817153
0.132079	0.010723	0.033176	0.824022
0.129186	0.009560	0.030834	0.830421
0.126641	0.008495	0.028510	0.836354
0.124405	0.007532	0.026234	0.841829
0.122444	0.006659	0.024041	0.846856
0.120725	0.005872	0.021952	0.851451
0.119218	0.005171	0.019970	0.855641
0.117896	0.004554	0.018102	0.859448
0.116738	0.004004	0.016364	0.862894
0.115723	0.003515	0.014759	0.866002
0.114833	0.003086	0.013278	0.868803
0.114051	0.002711	0.011916	0.871322
0.113366	0.002381	0.010673	0.873580
0.112765	0.002089	0.009547	0.875599
0.112237	0.001833	0.008526	0.877405
0.111773	0.001610	0.007601	0.879016
0.111365	0.001414	0.006768	0.880452
0.111007	0.001241	0.006021	0.881730
0.110693	0.001090	0.005352	0.882866
0.110416	0.000958	0.004751	0.883875
0.110173	0.000842	0.004214	0.884771
0.109959	0.000740	0.003736	0.885565
0.109771	0.000650	0.003310	0.886268
0.109606	0.000572	0.002931	0.886892
0.109460	0.000503	0.002593	0.887444
0.109332	0.000443	0.002294	0.887932
0.109219	0.000389	0.002028	0.888364
0.109120	0.000342	0.001793	0.888745
0.109032	0.000301	0.001584	0.889083
0.108955	0.000265	0.001399	0.889381
0.108887	0.000233	0.001235	0.889644
0.108828	0.000205	0.001091	0.889876
0.108775	0.000181	0.000963	0.890081
0.108729	0.000159	0.000850	0.890262
0.108688	0.000140	0.000750	0.890422
0.108652	0.000123	0.000661	0.890563
0.108621	0.000109	0.000583	0.890687
0.108593	0.000096	0.000515	0.890797
0.108568	0.000084	0.000454	0.890894
0.108547	0.000074	0.000400	0.890979
0.108528	0.000065	0.000353	0.891054
0.108511	0.000058	0.000311	0.891120
0.108496	0.000051	0.000274	0.891179
0.108483	0.000045	0.000242	0.891230
0.108472	0.000039	0.000213	0.891276
0.108461	0.000035	0.000188	0.891316
0.108453	0.000031	0.000166	0.891351
0.108445	0.000027	0.000146	0.891382
0.108438	0.000024	0.000129	0.891410
0.108432	0.000021	0.000113	0.891434
0.108426	0.000018	0.000100	0.891455
0.108422	0.000016	0.000088	0.891474
