0.999023	0.000000	0.000977	0.000000
0.997989	0.001035	0.000822	0.000155
0.997534	0.001102	0.001093	0.000271
0.988320	0.009785	0.001402	0.000493
0.981387	0.012473	0.005328	0.000812
0.934262	0.054610	0.009243	0.001885
0.882611	0.084341	0.029277	0.003771
0.742151	0.190969	0.057259	0.009620
0.622412	0.234721	0.121518	0.021349
0.498361	0.264501	0.190766	0.046372
0.403945	0.251690	0.260566	0.083800
0.329098	0.225506	0.309490	0.135905
0.272855	0.189741	0.338864	0.198540
0.230534	0.155775	0.348388	0.265303
0.198395	0.125879	0.339773	0.335954
0.174716	0.098255	0.323974	0.403055
0.156693	0.076974	0.298642	0.467692
0.144191	0.058864	0.269635	0.527310
0.134929	0.044438	0.240058	0.580575
0.128615	0.031975	0.210239	0.629171
0.123423	0.024356	0.180073	0.672149
0.120000	0.017926	0.153445	0.708629
0.117563	0.013179	0.130288	0.738970
0.115649	0.009669	0.108736	0.765946
0.114083	0.007464	0.090810	0.787643
0.112980	0.005521	0.075514	0.805985
0.112333	0.003868	0.062528	0.821271
0.111694	0.002988	0.051429	0.833889
0.111153	0.002350	0.042717	0.843781
0.110844	0.001673	0.035108	0.852376
0.110641	0.001238	0.028813	0.859309
0.110399	0.001025	0.023312	0.865265
0.110302	0.000725	0.019019	0.869954
0.110109	0.000648	0.015702	0.873541
0.110060	0.000396	0.012753	0.876790
0.110012	0.000203	0.010471	0.879314
0.109993	0.000145	0.008702	0.881160
0.109944	0.000135	0.006865	0.883055
0.109925	0.000077	0.005444	0.884554
0.109906	0.000058	0.004448	0.885589
0.109896	0.000039	0.003693	0.886372
0.109896	0.000039	0.002949	0.887116
0.109886	0.000039	0.002234	0.887841
0.109886	0.000010	0.001827	0.888277
0.109886	0.000010	0.001412	0.888692
0.109886	0.000000	0.001122	0.888992
0.109886	0.000000	0.000851	0.889263
0.109886	0.000000	0.000657	0.889456
0.109886	0.000000	0.000474	0.889640
0.109886	0.000000	0.000396	0.889717
0.109886	0.000000	0.000358	0.889756
0.109886	0.000000	0.000251	0.889862
0.109886	0.000000	0.000174	0.889940
0.109886	0.000000	0.000135	0.889978
0.109886	0.000000	0.000126	0.889988
0.109886	0.000000	0.000077	0.890036
0.109886	0.000000	0.000077	0.890036
0.109886	0.000000	0.000048	0.890065
0.109886	0.000000	0.000048	0.890065
0.109886	0.000000	0.000048	0.890065
0.109886	0.000000	0.000048	0.890065
0.109886	0.000000	0.000048	0.890065
0.109886	0.000000	0.000029	0.890085
0.109886	0.000000	0.000019	0.890094
0.109886	0.000000	0.000019	0.890094
0.109886	0.000000	0.000019	0.890094
0.109886	0.000000	0.000019	0.890094
0.109886	0.000000	0.000019	0.890094
0.109886	0.000000	0.000019	0.890094
0.109886	0.000000	0.000019	0.890094
0.109886	0.000000	0.000019	0.890094
0.109886	0.000000	0.000019	0.890094
0.109886	0.000000	0.000010	0.890104
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
0.109886	0.000000	0.000000	0.890114
